Entry	Entry name	Cross-reference (STRING)
O95677	EYA4_HUMAN	9606.ENSP00000432770;
Q96PZ2	F111A_HUMAN	9606.ENSP00000434435;
Q8WUF8	F172A_HUMAN	9606.ENSP00000379294;
Q17R55	F187B_HUMAN	9606.ENSP00000323355;
Q16772	GSTA3_HUMAN	9606.ENSP00000211122;
Q7RTV2	GSTA5_HUMAN	9606.ENSP00000360028;
O60825	F262_HUMAN	9606.ENSP00000356047;
Q96D05	F241B_HUMAN	9606.ENSP00000362376;
B9A014	F243A_HUMAN	9606.ENSP00000386791;
P0C5J1	F86B2_HUMAN	9606.ENSP00000262365;
P23610	F8I2_HUMAN	9606.ENSP00000479624;
Q8TCE6	FA45A_HUMAN	9606.ENSP00000354688;
O75354	ENTP6_HUMAN	9606.ENSP00000365840;
Q96L91	EP400_HUMAN	9606.ENSP00000374213;
Q6UWV6	ENPP7_HUMAN	9606.ENSP00000332656;
P43268	ETV4_HUMAN	9606.ENSP00000321835;
Q9NVM1	EVA1B_HUMAN	9606.ENSP00000270824;
O60645	EXOC3_HUMAN	9606.ENSP00000425587;
Q9NVH0	EXD2_HUMAN	9606.ENSP00000313140;
Q8NEV8	EXPH5_HUMAN	9606.ENSP00000265843;
Q9NV70	EXOC1_HUMAN	9606.ENSP00000370695;
Q9NZB2	F120A_HUMAN	9606.ENSP00000277165;
Q5T9C2	F102A_HUMAN	9606.ENSP00000362187;
O75949	F155B_HUMAN	9606.ENSP00000252338;
Q9NPD3	EXOS4_HUMAN	9606.ENSP00000315476;
P00488	F13A_HUMAN	9606.ENSP00000264870;
Q5RKV6	EXOS6_HUMAN	9606.ENSP00000398597;
Q96GL9	F163A_HUMAN	9606.ENSP00000354891;
Q6J272	F166A_HUMAN	9606.ENSP00000344729;
Q96B26	EXOS8_HUMAN	9606.ENSP00000374354;
P09467	F16P1_HUMAN	9606.ENSP00000408025;
Q9Y651	SOX21_HUMAN	9606.ENSP00000366144;
P35716	SOX11_HUMAN	9606.ENSP00000322568;
Q5JUK2	SOLH1_HUMAN	9606.ENSP00000404438;
Q06945	SOX4_HUMAN	9606.ENSP00000244745;
Q9Y2S6	TMA7_HUMAN	9606.ENSP00000397843;
Q8TDI7	TMC2_HUMAN	9606.ENSP00000351732;
Q7Z5M5	TMC3_HUMAN	9606.ENSP00000352413;
Q9H254	SPTN4_HUMAN	9606.ENSP00000263373;
Q7Z402	TMC7_HUMAN	9606.ENSP00000455041;
Q8IU68	TMC8_HUMAN	9606.ENSP00000325561;
Q5VSR9	SPXN1_HUMAN	9606.ENSP00000359524;
Q8NFR3	SPTSB_HUMAN	9606.ENSP00000352097;
O43609	SPY1_HUMAN	9606.ENSP00000481675;
P21549	SPYA_HUMAN	9606.ENSP00000302620;
Q9Y6N5	SQOR_HUMAN	9606.ENSP00000260324;
Q13501	SQSTM_HUMAN	9606.ENSP00000374455;
Q8NEQ6	SRARP_HUMAN	9606.ENSP00000332162;
P37108	SRP14_HUMAN	9606.ENSP00000267884;
Q9H3Y6	SRMS_HUMAN	9606.ENSP00000217188;
O75069	TMCC2_HUMAN	9606.ENSP00000350718;
P0DMP2	SRG2B_HUMAN	9606.ENSP00000477776;
Q15363	TMED2_HUMAN	9606.ENSP00000262225;
Q7Z7H5	TMED4_HUMAN	9606.ENSP00000404042;
Q9Y3B3	TMED7_HUMAN	9606.ENSP00000405926;
P08240	SRPRA_HUMAN	9606.ENSP00000328023;
P49755	TMEDA_HUMAN	9606.ENSP00000303145;
Q9P0T7	TMEM9_HUMAN	9606.ENSP00000356301;
Q9BZD7	TMG3_HUMAN	9606.ENSP00000359378;
Q9BZD6	TMG4_HUMAN	9606.ENSP00000257836;
Q96BF3	TMIG2_HUMAN	9606.ENSP00000301272;
Q9UJW9	SRTD3_HUMAN	9606.ENSP00000325414;
Q9NUC0	SRTD4_HUMAN	9606.ENSP00000355979;
P17152	TMM11_HUMAN	9606.ENSP00000319992;
P19429	TNNI3_HUMAN	9606.ENSP00000341838;
Q9Y2M2	SSUH2_HUMAN	9606.ENSP00000439378;
Q92956	TNR14_HUMAN	9606.ENSP00000347948;
Q9NS68	TNR19_HUMAN	9606.ENSP00000371693;
Q06520	ST2A1_HUMAN	9606.ENSP00000222002;
P42229	STA5A_HUMAN	9606.ENSP00000341208;
P20333	TNR1B_HUMAN	9606.ENSP00000365435;
P59095	STAR6_HUMAN	9606.ENSP00000462349;
Q8WWQ8	STAB2_HUMAN	9606.ENSP00000373539;
Q92502	STAR8_HUMAN	9606.ENSP00000363727;
Q9P2P6	STAR9_HUMAN	9606.ENSP00000290607;
Q8NDV7	TNR6A_HUMAN	9606.ENSP00000379144;
Q658P3	STEA3_HUMAN	9606.ENSP00000376822;
Q63HR2	TNS2_HUMAN	9606.ENSP00000319756;
Q9UBI4	STML1_HUMAN	9606.ENSP00000442478;
O75716	STK16_HUMAN	9606.ENSP00000386928;
Q9Y6Q2	STON1_HUMAN	9606.ENSP00000384615;
Q8NE28	STKL1_HUMAN	9606.ENSP00000361025;
Q93045	STMN2_HUMAN	9606.ENSP00000429243;
E0CX11	STMP1_HUMAN	9606.ENSP00000425996;
P09430	STP1_HUMAN	9606.ENSP00000236979;
Q13033	STRN3_HUMAN	9606.ENSP00000350071;
Q9NRL3	STRN4_HUMAN	9606.ENSP00000375777;
Q8N801	STPG4_HUMAN	9606.ENSP00000408527;
Q7RTN6	STRAA_HUMAN	9606.ENSP00000336655;
Q15208	STK38_HUMAN	9606.ENSP00000229812;
P32856	STX2_HUMAN	9606.ENSP00000376178;
Q13188	STK3_HUMAN	9606.ENSP00000429744;
Q86Y82	STX12_HUMAN	9606.ENSP00000363054;
P50616	TOB1_HUMAN	9606.ENSP00000427695;
Q8TCJ2	STT3B_HUMAN	9606.ENSP00000295770;
Q16623	STX1A_HUMAN	9606.ENSP00000222812;
Q8NFQ8	TOIP2_HUMAN	9606.ENSP00000356584;
P53597	SUCA_HUMAN	9606.ENSP00000377446;
Q9H0E2	TOLIP_HUMAN	9606.ENSP00000314733;
Q15388	TOM20_HUMAN	9606.ENSP00000355566;
Q15785	TOM34_HUMAN	9606.ENSP00000361900;
Q96B49	TOM6_HUMAN	9606.ENSP00000381859;
P11387	TOP1_HUMAN	9606.ENSP00000354522;
Q5JU69	TOR2A_HUMAN	9606.ENSP00000362381;
Q9NXH8	TOR4A_HUMAN	9606.ENSP00000350102;
Q8IWZ8	SUGP1_HUMAN	9606.ENSP00000247001;
P14410	SUIS_HUMAN	9606.ENSP00000264382;
Q06330	SUH_HUMAN	9606.ENSP00000345206;
Q8IWU6	SULF1_HUMAN	9606.ENSP00000260128;
O15405	TOX3_HUMAN	9606.ENSP00000219746;
O94842	TOX4_HUMAN	9606.ENSP00000477868;
O94900	TOX_HUMAN	9606.ENSP00000354842;
Q12974	TP4A2_HUMAN	9606.ENSP00000344909;
Q9UH99	SUN2_HUMAN	9606.ENSP00000385616;
Q8WVP5	TP8L1_HUMAN	9606.ENSP00000444215;
Q9P246	STIM2_HUMAN	9606.ENSP00000417569;
Q86TL2	STIMA_HUMAN	9606.ENSP00000422941;
Q9Y6E0	STK24_HUMAN	9606.ENSP00000365730;
P31948	STIP1_HUMAN	9606.ENSP00000351646;
Q96SI9	STRBP_HUMAN	9606.ENSP00000415968;
Q9BX79	STRA6_HUMAN	9606.ENSP00000456609;
Q7Z7C7	STRA8_HUMAN	9606.ENSP00000275764;
Q96HA7	TONSL_HUMAN	9606.ENSP00000386239;
P11388	TOP2A_HUMAN	9606.ENSP00000411532;
Q68CL5	TPGS2_HUMAN	9606.ENSP00000464780;
P17752	TPH1_HUMAN	9606.ENSP00000250018;
Q9HCN2	TPIP1_HUMAN	9606.ENSP00000432743;
Q6UWL2	SUSD1_HUMAN	9606.ENSP00000363382;
Q7L0J3	SV2A_HUMAN	9606.ENSP00000358142;
Q7L1I2	SV2B_HUMAN	9606.ENSP00000377779;
Q496J9	SV2C_HUMAN	9606.ENSP00000423541;
Q8N300	SVBP_HUMAN	9606.ENSP00000361599;
Q15022	SUZ12_HUMAN	9606.ENSP00000316578;
Q5T5J6	SWT1_HUMAN	9606.ENSP00000356470;
Q8N0S2	SYCE1_HUMAN	9606.ENSP00000341282;
Q6PIF2	SYCE2_HUMAN	9606.ENSP00000293695;
P49589	SYCC_HUMAN	9606.ENSP00000369897;
Q0VAF6	SYCN_HUMAN	9606.ENSP00000325564;
P60508	SYCY2_HUMAN	9606.ENSP00000420174;
Q9H3S4	TPK1_HUMAN	9606.ENSP00000353165;
Q9Y3C4	TPRKB_HUMAN	9606.ENSP00000272424;
P12270	TPR_HUMAN	9606.ENSP00000356448;
A6NGC4	TLCD2_HUMAN	9606.ENSP00000331965;
Q04724	TLE1_HUMAN	9606.ENSP00000365682;
Q9Y4G6	TLN2_HUMAN	9606.ENSP00000453508;
Q15399	TLR1_HUMAN	9606.ENSP00000354932;
Q9Y2C9	TLR6_HUMAN	9606.ENSP00000389600;
Q9NR97	TLR8_HUMAN	9606.ENSP00000312082;
Q9H1K6	TLRN1_HUMAN	9606.ENSP00000267984;
Q9NZ63	TLS1_HUMAN	9606.ENSP00000361524;
P31314	TLX1_HUMAN	9606.ENSP00000359215;
O43763	TLX2_HUMAN	9606.ENSP00000233638;
Q96IK0	TM101_HUMAN	9606.ENSP00000468025;
Q8N8V8	TM105_HUMAN	9606.ENSP00000329795;
Q6UX40	TM107_HUMAN	9606.ENSP00000314116;
P19623	SPEE_HUMAN	9606.ENSP00000366156;
Q9UQ90	SPG7_HUMAN	9606.ENSP00000268704;
Q9H0C3	TM117_HUMAN	9606.ENSP00000266534;
Q6ZMR5	TM11A_HUMAN	9606.ENSP00000334611;
P10124	SRGN_HUMAN	9606.ENSP00000242465;
Q6UWJ1	TMCO3_HUMAN	9606.ENSP00000389399;
P49458	SRP09_HUMAN	9606.ENSP00000305230;
Q14849	STAR3_HUMAN	9606.ENSP00000337446;
P02808	STAT_HUMAN	9606.ENSP00000246895;
Q6ZMT1	STAC2_HUMAN	9606.ENSP00000327509;
Q99469	STAC_HUMAN	9606.ENSP00000273183;
P52630	STAT2_HUMAN	9606.ENSP00000315768;
Q15831	STK11_HUMAN	9606.ENSP00000324856;
H3BQB6	STMD1_HUMAN	9606.ENSP00000455698;
Q9H668	STN1_HUMAN	9606.ENSP00000224950;
P27105	STOM_HUMAN	9606.ENSP00000286713;
O43815	STRN_HUMAN	9606.ENSP00000263918;
Q9BYT3	STK33_HUMAN	9606.ENSP00000416750;
Q9ULQ1	TPC1_HUMAN	9606.ENSP00000448083;
Q9UL33	TPC2L_HUMAN	9606.ENSP00000301021;
Q8NHX9	TPC2_HUMAN	9606.ENSP00000294309;
Q5T215	TPC3L_HUMAN	9606.ENSP00000357591;
Q86SZ2	TPC6B_HUMAN	9606.ENSP00000330289;
Q8IWU9	TPH2_HUMAN	9606.ENSP00000329093;
Q15527	SURF2_HUMAN	9606.ENSP00000361032;
Q96L08	SUSD3_HUMAN	9606.ENSP00000364621;
Q2M3V2	SWAHA_HUMAN	9606.ENSP00000367965;
A6NEL2	SWAHB_HUMAN	9606.ENSP00000334879;
Q53LP3	SWAHC_HUMAN	9606.ENSP00000365830;
A6NJG2	SWAHD_HUMAN	9606.ENSP00000340975;
Q6NVH7	SWAP1_HUMAN	9606.ENSP00000310008;
Q9UH65	SWP70_HUMAN	9606.ENSP00000315630;
Q96A49	SYAP1_HUMAN	9606.ENSP00000369500;
Q9NX95	SYBU_HUMAN	9606.ENSP00000407118;
Q9HA77	SYCM_HUMAN	9606.ENSP00000257347;
Q9BX26	SYCP2_HUMAN	9606.ENSP00000350162;
Q8IZU3	SYCP3_HUMAN	9606.ENSP00000376658;
P06753	TPM3_HUMAN	9606.ENSP00000357516;
P59282	TPPP2_HUMAN	9606.ENSP00000317595;
Q9BW30	TPPP3_HUMAN	9606.ENSP00000462435;
Q86W33	TPRA1_HUMAN	9606.ENSP00000347748;
Q4KMQ1	TPRN_HUMAN	9606.ENSP00000387100;
Q8N7U7	TPRX1_HUMAN	9606.ENSP00000323455;
A6NDI0	TR49B_HUMAN	9606.ENSP00000481457;
P0CI26	TR49C_HUMAN	9606.ENSP00000388299;
Q9BVS5	TR61B_HUMAN	9606.ENSP00000302801;
Q13595	TRA2A_HUMAN	9606.ENSP00000297071;
P62995	TRA2B_HUMAN	9606.ENSP00000416959;
O60613	SEP15_HUMAN	9606.ENSP00000328729;
Q99719	SEPT5_HUMAN	9606.ENSP00000391311;
Q86VE9	SERC5_HUMAN	9606.ENSP00000426237;
Q16181	SEPT7_HUMAN	9606.ENSP00000381992;
Q9UHD8	SEPT9_HUMAN	9606.ENSP00000391249;
O43175	SERA_HUMAN	9606.ENSP00000358417;
O95470	SGPL1_HUMAN	9606.ENSP00000362298;
Q2NKQ1	SGSM1_HUMAN	9606.ENSP00000383212;
Q9BRG2	SH23A_HUMAN	9606.ENSP00000245908;
Q9H788	SH24A_HUMAN	9606.ENSP00000265807;
Q96B97	SH3K1_HUMAN	9606.ENSP00000380921;
Q9UQQ2	SH2B3_HUMAN	9606.ENSP00000345492;
Q9H299	SH3L3_HUMAN	9606.ENSP00000270792;
A0A0B4J2F2	SIK1B_HUMAN	9606.ENSP00000482829;
Q6X4U4	SOSD1_HUMAN	9606.ENSP00000304930;
Q9H6I2	SOX17_HUMAN	9606.ENSP00000297316;
P04179	SODM_HUMAN	9606.ENSP00000446252;
Q13342	SP140_HUMAN	9606.ENSP00000375899;
Q15506	SP17_HUMAN	9606.ENSP00000432305;
Q92673	SORL_HUMAN	9606.ENSP00000260197;
Q9H0E3	SP130_HUMAN	9606.ENSP00000350333;
O94876	TMCC1_HUMAN	9606.ENSP00000376930;
P0DJJ0	SRG2C_HUMAN	9606.ENSP00000478290;
O75044	SRGP2_HUMAN	9606.ENSP00000459615;
Q96SB4	SRPK1_HUMAN	9606.ENSP00000362931;
Q9Y5M8	SRPRB_HUMAN	9606.ENSP00000418401;
Q8IYB3	SRRM1_HUMAN	9606.ENSP00000326261;
Q9UQ35	SRRM2_HUMAN	9606.ENSP00000301740;
A6NNA2	SRRM3_HUMAN	9606.ENSP00000480851;
O75494	SRS10_HUMAN	9606.ENSP00000420195;
B3KS81	SRRM5_HUMAN	9606.ENSP00000476253;
Q05519	SRS11_HUMAN	9606.ENSP00000359988;
P82094	TMF1_HUMAN	9606.ENSP00000381567;
Q07955	SRSF1_HUMAN	9606.ENSP00000258962;
O14668	TMG1_HUMAN	9606.ENSP00000444278;
O14669	TMG2_HUMAN	9606.ENSP00000246794;
Q8NEW7	TMIE_HUMAN	9606.ENSP00000324775;
Q6UXZ0	TMIG1_HUMAN	9606.ENSP00000332404;
P0DMS9	TMIG3_HUMAN	9606.ENSP00000358730;
Q9BRL6	SRSF8_HUMAN	9606.ENSP00000480140;
Q86YD3	TMM25_HUMAN	9606.ENSP00000315635;
Q6ZUK4	TMM26_HUMAN	9606.ENSP00000382237;
Q8WWA1	TMM40_HUMAN	9606.ENSP00000322837;
Q9BQJ4	TMM47_HUMAN	9606.ENSP00000275954;
Q9NW97	TMM51_HUMAN	9606.ENSP00000394899;
Q8NDY8	TMM52_HUMAN	9606.ENSP00000311122;
Q969K7	TMM54_HUMAN	9606.ENSP00000362562;
Q9H2L4	TMM60_HUMAN	9606.ENSP00000257663;
Q0P6H9	TMM62_HUMAN	9606.ENSP00000260403;
Q96MH6	TMM68_HUMAN	9606.ENSP00000395204;
Q5SWH9	TMM69_HUMAN	9606.ENSP00000361095;
A0PK05	TMM72_HUMAN	9606.ENSP00000374234;
Q96NL1	TMM74_HUMAN	9606.ENSP00000297459;
Q9BSE2	TMM79_HUMAN	9606.ENSP00000384748;
P51649	SSDH_HUMAN	9606.ENSP00000314649;
Q9NQ55	SSF1_HUMAN	9606.ENSP00000253107;
Q6P7N7	TMM81_HUMAN	9606.ENSP00000356135;
A0PJX8	TMM82_HUMAN	9606.ENSP00000364938;
A2RUT3	TMM89_HUMAN	9606.ENSP00000329557;
A6NDV4	TMM8B_HUMAN	9606.ENSP00000367227;
Q6ZNR0	TMM91_HUMAN	9606.ENSP00000375859;
Q9Y2Y6	TMM98_HUMAN	9606.ENSP00000463245;
Q9NQ34	TMM9B_HUMAN	9606.ENSP00000433361;
Q8TE77	SSH3_HUMAN	9606.ENSP00000312081;
Q9NYL9	TMOD3_HUMAN	9606.ENSP00000308753;
Q9NZQ9	TMOD4_HUMAN	9606.ENSP00000295314;
Q6ZT21	TMPPE_HUMAN	9606.ENSP00000343398;
O15393	TMPS2_HUMAN	9606.ENSP00000381588;
P57727	TMPS3_HUMAN	9606.ENSP00000291532;
Q9NRS4	TMPS4_HUMAN	9606.ENSP00000477949;
Q9H3S3	TMPS5_HUMAN	9606.ENSP00000299882;
Q8WWF3	SSMM1_HUMAN	9606.ENSP00000297819;
Q8IUR5	TMTC1_HUMAN	9606.ENSP00000442046;
Q6ZXV5	TMTC3_HUMAN	9606.ENSP00000266712;
Q9Y320	TMX2_HUMAN	9606.ENSP00000278422;
Q96JJ7	TMX3_HUMAN	9606.ENSP00000299608;
Q9H1E5	TMX4_HUMAN	9606.ENSP00000246024;
Q14714	SSPN_HUMAN	9606.ENSP00000242729;
P30872	SSR1_HUMAN	9606.ENSP00000267377;
P31391	SSR4_HUMAN	9606.ENSP00000255008;
P43307	SSRA_HUMAN	9606.ENSP00000244763;
P43308	SSRB_HUMAN	9606.ENSP00000295702;
O14788	TNF11_HUMAN	9606.ENSP00000381775;
O43508	TNF12_HUMAN	9606.ENSP00000293825;
O75888	TNF13_HUMAN	9606.ENSP00000343505;
O43557	TNF14_HUMAN	9606.ENSP00000469049;
O95407	TNF6B_HUMAN	9606.ENSP00000480348;
Q06643	TNFC_HUMAN	9606.ENSP00000410481;
P23510	TNFL4_HUMAN	9606.ENSP00000281834;
P48023	TNFL6_HUMAN	9606.ENSP00000356694;
P32971	TNFL8_HUMAN	9606.ENSP00000223795;
P41273	TNFL9_HUMAN	9606.ENSP00000245817;
Q6ICL3	TNG2_HUMAN	9606.ENSP00000403645;
Q9C0B7	TNG6_HUMAN	9606.ENSP00000261778;
P63316	TNNC1_HUMAN	9606.ENSP00000232975;
P02585	TNNC2_HUMAN	9606.ENSP00000361636;
P48788	TNNI2_HUMAN	9606.ENSP00000371331;
P45378	TNNT3_HUMAN	9606.ENSP00000278317;
O94768	ST17B_HUMAN	9606.ENSP00000263955;
Q92973	TNPO1_HUMAN	9606.ENSP00000336712;
Q15532	SSXT_HUMAN	9606.ENSP00000414516;
P50225	ST1A1_HUMAN	9606.ENSP00000378972;
O43704	ST1B1_HUMAN	9606.ENSP00000308770;
Q9Y2H1	ST38L_HUMAN	9606.ENSP00000373684;
O00338	ST1C2_HUMAN	9606.ENSP00000319622;
O75897	ST1C4_HUMAN	9606.ENSP00000272452;
P78524	ST5_HUMAN	9606.ENSP00000433528;
P49888	ST1E1_HUMAN	9606.ENSP00000226444;
Q02223	TNR17_HUMAN	9606.ENSP00000053243;
Q9Y365	STA10_HUMAN	9606.ENSP00000335247;
Q9Y3M8	STA13_HUMAN	9606.ENSP00000338785;
Q9ULZ2	STAP1_HUMAN	9606.ENSP00000265404;
O75509	TNR21_HUMAN	9606.ENSP00000296861;
O95793	STAU1_HUMAN	9606.ENSP00000360922;
P43489	TNR4_HUMAN	9606.ENSP00000368538;
Q9NUL3	STAU2_HUMAN	9606.ENSP00000428756;
P42224	STAT1_HUMAN	9606.ENSP00000354394;
O94804	STK10_HUMAN	9606.ENSP00000176763;
Q92783	STAM1_HUMAN	9606.ENSP00000366746;
Q15468	STIL_HUMAN	9606.ENSP00000360944;
Q9HB58	SP110_HUMAN	9606.ENSP00000258381;
P0CG40	SP9_HUMAN	9606.ENSP00000378418;
Q8IW75	SPA12_HUMAN	9606.ENSP00000342109;
Q8IUW3	SPA2L_HUMAN	9606.ENSP00000289805;
Q496A3	SPAS1_HUMAN	9606.ENSP00000424400;
Q99932	SPAG8_HUMAN	9606.ENSP00000340982;
P48594	SPB4_HUMAN	9606.ENSP00000343445;
Q9BQ15	SOSB1_HUMAN	9606.ENSP00000369545;
Q9NP77	SSU72_HUMAN	9606.ENSP00000291386;
P13805	TNNT1_HUMAN	9606.ENSP00000467176;
Q9Y5Y6	ST14_HUMAN	9606.ENSP00000278742;
Q99909	SSX3_HUMAN	9606.ENSP00000298396;
O60224	SSX4_HUMAN	9606.ENSP00000469394;
Q7RTT5	SSX7_HUMAN	9606.ENSP00000298181;
O00204	ST2B1_HUMAN	9606.ENSP00000201586;
Q9Y5L0	TNPO3_HUMAN	9606.ENSP00000265388;
Q9Y6Q6	TNR11_HUMAN	9606.ENSP00000465500;
Q9NP84	TNR12_HUMAN	9606.ENSP00000326737;
Q9NY57	ST32B_HUMAN	9606.ENSP00000282908;
P50226	ST1A2_HUMAN	9606.ENSP00000378992;
P0DMM9	ST1A3_HUMAN	9606.ENSP00000378570;
Q6IMI6	ST1C3_HUMAN	9606.ENSP00000333310;
P51692	STA5B_HUMAN	9606.ENSP00000293328;
O76061	STC2_HUMAN	9606.ENSP00000265087;
Q9NY15	STAB1_HUMAN	9606.ENSP00000312946;
O95630	STABP_HUMAN	9606.ENSP00000377633;
P36941	TNR3_HUMAN	9606.ENSP00000228918;
Q9UPQ9	TNR6B_HUMAN	9606.ENSP00000401946;
Q9HCJ0	TNR6C_HUMAN	9606.ENSP00000336783;
Q9UJ98	STAG3_HUMAN	9606.ENSP00000477973;
Q13586	STIM1_HUMAN	9606.ENSP00000478059;
Q86WV6	STING_HUMAN	9606.ENSP00000331288;
P49842	STK19_HUMAN	9606.ENSP00000364482;
Q9NZ72	STMN3_HUMAN	9606.ENSP00000359070;
O95772	STR3N_HUMAN	9606.ENSP00000009041;
Q8TDR2	STK35_HUMAN	9606.ENSP00000370891;
Q9C0K7	STRAB_HUMAN	9606.ENSP00000194530;
Q9UEW8	STK39_HUMAN	9606.ENSP00000348278;
Q12846	STX4_HUMAN	9606.ENSP00000317714;
Q15833	STXB2_HUMAN	9606.ENSP00000413606;
O00186	STXB3_HUMAN	9606.ENSP00000359025;
Q96GM8	TOE1_HUMAN	9606.ENSP00000361162;
Q96I99	SUCB2_HUMAN	9606.ENSP00000419325;
Q9NS69	TOM22_HUMAN	9606.ENSP00000216034;
O96008	TOM40_HUMAN	9606.ENSP00000410339;
Q8N4H5	TOM5_HUMAN	9606.ENSP00000438204;
O94826	TOM70_HUMAN	9606.ENSP00000284320;
Q9P0U1	TOM7_HUMAN	9606.ENSP00000351214;
Q9UBS9	SUCO_HUMAN	9606.ENSP00000356696;
Q9H497	TOR3A_HUMAN	9606.ENSP00000356599;
Q8IX01	SUGP2_HUMAN	9606.ENSP00000472286;
Q9UMX1	SUFU_HUMAN	9606.ENSP00000358918;
Q8TC36	SUN5_HUMAN	9606.ENSP00000348496;
Q6EEV6	SUMO4_HUMAN	9606.ENSP00000318635;
Q12888	TP53B_HUMAN	9606.ENSP00000371475;
Q6P589	TP8L2_HUMAN	9606.ENSP00000357906;
Q7Z392	TPC11_HUMAN	9606.ENSP00000335371;
A5PLN9	TPC13_HUMAN	9606.ENSP00000409231;
Q9HC21	TPC_HUMAN	9606.ENSP00000385312;
P55327	TPD52_HUMAN	9606.ENSP00000429309;
A8MT33	SYC1L_HUMAN	9606.ENSP00000367911;
Q5T4T6	SYC2L_HUMAN	9606.ENSP00000283141;
A1L190	SYCE3_HUMAN	9606.ENSP00000385480;
Q15431	SYCP1_HUMAN	9606.ENSP00000358535;
Q9UQF0	SYCY1_HUMAN	9606.ENSP00000419945;
O94811	TPPP_HUMAN	9606.ENSP00000353785;
Q6ZUI0	TPRG1_HUMAN	9606.ENSP00000341031;
Q5T0D9	TPRGL_HUMAN	9606.ENSP00000367595;
Q3LXA3	TKFC_HUMAN	9606.ENSP00000378360;
P48431	SOX2_HUMAN	9606.ENSP00000323588;
Q9HAJ7	SP30L_HUMAN	9606.ENSP00000297109;
Q96PQ0	SORC2_HUMAN	9606.ENSP00000422185;
P30626	SORCN_HUMAN	9606.ENSP00000265729;
Q86W54	SPA24_HUMAN	9606.ENSP00000414920;
P48595	SPB10_HUMAN	9606.ENSP00000238508;
Q8NBT2	SPC24_HUMAN	9606.ENSP00000465075;
P29508	SPB3_HUMAN	9606.ENSP00000283752;
P50453	SPB9_HUMAN	9606.ENSP00000370074;
Q9H0A9	SPC1L_HUMAN	9606.ENSP00000291672;
Q8N9M5	TM102_HUMAN	9606.ENSP00000315387;
Q6UXF1	TM108_HUMAN	9606.ENSP00000324651;
Q8N0X2	SPG16_HUMAN	9606.ENSP00000332592;
Q9NZD8	SPG21_HUMAN	9606.ENSP00000204566;
Q6UW49	SPESP_HUMAN	9606.ENSP00000312284;
B3SHH9	TM114_HUMAN	9606.ENSP00000484263;
Q9NYA1	SPHK1_HUMAN	9606.ENSP00000313681;
Q9UL52	TM11E_HUMAN	9606.ENSP00000307519;
O75830	SPI2_HUMAN	9606.ENSP00000481699;
O75204	TM127_HUMAN	9606.ENSP00000258439;
Q8N5J4	SPIC_HUMAN	9606.ENSP00000448580;
Q7Z5S9	TM144_HUMAN	9606.ENSP00000296529;
Q9P0S9	TM14C_HUMAN	9606.ENSP00000444561;
Q4W5P6	TM155_HUMAN	9606.ENSP00000336987;
Q9H0V1	TM168_HUMAN	9606.ENSP00000323068;
Q96HH4	TM169_HUMAN	9606.ENSP00000412524;
Q8WVE6	TM171_HUMAN	9606.ENSP00000415030;
O95149	SPN1_HUMAN	9606.ENSP00000454852;
Q9NY87	SPNXC_HUMAN	9606.ENSP00000351884;
Q9BXN6	SPNXD_HUMAN	9606.ENSP00000359546;
Q9BUA3	SPNDC_HUMAN	9606.ENSP00000294244;
Q9HCB6	SPON1_HUMAN	9606.ENSP00000460236;
Q8IVW8	SPNS2_HUMAN	9606.ENSP00000333292;
O43791	SPOP_HUMAN	9606.ENSP00000377001;
Q53S58	TM177_HUMAN	9606.ENSP00000402661;
Q9P2C4	TM181_HUMAN	9606.ENSP00000356057;
Q8IY95	TM192_HUMAN	9606.ENSP00000305069;
Q66K66	TM198_HUMAN	9606.ENSP00000343507;
P35325	SPR2B_HUMAN	9606.ENSP00000357744;
P09486	SPRC_HUMAN	9606.ENSP00000231061;
O75674	TM1L1_HUMAN	9606.ENSP00000460823;
Q5SNT2	TM201_HUMAN	9606.ENSP00000344503;
A6NGA9	TM202_HUMAN	9606.ENSP00000340212;
Q13103	SPP24_HUMAN	9606.ENSP00000168148;
Q8IUH8	SPP2C_HUMAN	9606.ENSP00000332488;
Q6UWW9	TM207_HUMAN	9606.ENSP00000346981;
Q96SK2	TM209_HUMAN	9606.ENSP00000380747;
Q9UBC9	SPRR3_HUMAN	9606.ENSP00000330391;
Q9P0N5	TM216_HUMAN	9606.ENSP00000440638;
Q8N7C4	TM217_HUMAN	9606.ENSP00000338164;
Q9H0R3	TM222_HUMAN	9606.ENSP00000483276;
A0PJW6	TM223_HUMAN	9606.ENSP00000303987;
Q96A57	TM230_HUMAN	9606.ENSP00000341364;
Q96BD6	SPSB1_HUMAN	9606.ENSP00000330221;
Q99619	SPSB2_HUMAN	9606.ENSP00000428338;
B4DJY2	TM233_HUMAN	9606.ENSP00000403130;
P49903	SPS1_HUMAN	9606.ENSP00000367893;
Q96A44	SPSB4_HUMAN	9606.ENSP00000311609;
Q9NWD8	TM248_HUMAN	9606.ENSP00000340668;
Q8N6I4	TM251_HUMAN	9606.ENSP00000388431;
Q8N6L7	TM252_HUMAN	9606.ENSP00000366528;
P0C7T8	TM253_HUMAN	9606.ENSP00000453962;
Q8TBM7	TM254_HUMAN	9606.ENSP00000361355;
Q9NX78	TM260_HUMAN	9606.ENSP00000261556;
Q2M3C6	TM266_HUMAN	9606.ENSP00000373594;
